indicator,country,countryiso3code,date,value,indicator_code
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Dem. Rep.",COD,2020,65.6828744335957,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Dem. Rep.",COD,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Dem. Rep.",COD,2018,73.5500030517578,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Dem. Rep.",COD,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Dem. Rep.",COD,2016,77.0400009155273,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Dem. Rep.",COD,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Rep.",COG,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Rep.",COG,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Rep.",COG,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Rep.",COG,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Rep.",COG,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Rep.",COG,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Rep.",COG,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Rep.",COG,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Rep.",COG,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Rep.",COG,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Costa Rica,CRI,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Costa Rica,CRI,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Costa Rica,CRI,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Costa Rica,CRI,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Costa Rica,CRI,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Costa Rica,CRI,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Costa Rica,CRI,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Costa Rica,CRI,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Costa Rica,CRI,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Costa Rica,CRI,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cote d'Ivoire,CIV,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cote d'Ivoire,CIV,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cote d'Ivoire,CIV,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cote d'Ivoire,CIV,2021,50.0,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cote d'Ivoire,CIV,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cote d'Ivoire,CIV,2019,56.9592400560829,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cote d'Ivoire,CIV,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cote d'Ivoire,CIV,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cote d'Ivoire,CIV,2016,50.0400009155273,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cote d'Ivoire,CIV,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Croatia,HRV,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Croatia,HRV,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Croatia,HRV,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Croatia,HRV,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Croatia,HRV,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Croatia,HRV,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Croatia,HRV,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Croatia,HRV,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Croatia,HRV,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Croatia,HRV,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cuba,CUB,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cuba,CUB,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cuba,CUB,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cuba,CUB,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cuba,CUB,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cuba,CUB,2019,97.6500015258789,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cuba,CUB,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cuba,CUB,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cuba,CUB,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cuba,CUB,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Curacao,CUW,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Curacao,CUW,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Curacao,CUW,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Curacao,CUW,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Curacao,CUW,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Curacao,CUW,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Curacao,CUW,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Curacao,CUW,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Curacao,CUW,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Curacao,CUW,2015,,SE.ADT.LITR.ZS
